locid,ndowid,timestamp,lng,lat,hdop,species,mgmtarea,deviceid
1,1,3/18/2015 12:00,-141.80329,62.659,1,Lynx,Tetlin Refuge,ATS
1,1,3/18/2015 16:00,-141.80154,62.66179,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/18/2015 20:00,-141.7848,62.66514,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/19/2015 0:00,-141.7713,62.66849,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/19/2015 4:01,-141.70628,62.66281,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/19/2015 8:00,-141.70167,62.65885,1,Lynx,Tetlin Refuge,ATS
1,1,3/19/2015 12:00,-141.7397,62.64845,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/19/2015 16:00,-141.77107,62.64914,1,Lynx,Tetlin Refuge,ATS
1,1,3/19/2015 20:00,-141.77922,62.64661,0.8,Lynx,Tetlin Refuge,ATS
1,1,3/20/2015 0:00,-141.77403,62.64446,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/20/2015 4:00,-141.7714,62.6445,1.6,Lynx,Tetlin Refuge,ATS
1,1,3/20/2015 8:00,-141.77189,62.64458,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/20/2015 12:00,-141.77204,62.64627,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/20/2015 16:00,-141.76031,62.65009,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/20/2015 20:00,-141.76586,62.66722,1,Lynx,Tetlin Refuge,ATS
1,1,3/21/2015 0:00,-141.76354,62.66654,1.6,Lynx,Tetlin Refuge,ATS
1,1,3/21/2015 4:01,-141.76451,62.67114,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/21/2015 8:00,-141.77804,62.66711,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/21/2015 12:00,-141.7816,62.66836,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/21/2015 16:00,-141.80653,62.66837,1.6,Lynx,Tetlin Refuge,ATS
1,1,3/21/2015 20:00,-141.79144,62.6623,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/22/2015 0:00,-141.79365,62.66325,1.4,Lynx,Tetlin Refuge,ATS
1,1,3/22/2015 4:00,-141.80632,62.66534,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/22/2015 8:00,-141.79418,62.66153,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/22/2015 12:00,-141.79422,62.66155,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/22/2015 16:00,-141.78318,62.6668,0.8,Lynx,Tetlin Refuge,ATS
1,1,3/22/2015 20:01,-141.78602,62.66842,1,Lynx,Tetlin Refuge,ATS
1,1,3/23/2015 0:00,-141.78662,62.67153,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/23/2015 4:00,-141.77857,62.67385,1.4,Lynx,Tetlin Refuge,ATS
1,1,3/23/2015 8:00,-141.73448,62.6799,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/23/2015 12:00,-141.7259,62.67539,1.9,Lynx,Tetlin Refuge,ATS
1,1,3/23/2015 16:00,-141.73023,62.67036,1.5,Lynx,Tetlin Refuge,ATS
1,1,3/23/2015 20:00,-141.70933,62.66359,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/24/2015 0:00,-141.71621,62.6513,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/24/2015 4:00,-141.70246,62.65021,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/24/2015 8:00,-141.69721,62.64847,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/24/2015 12:00,-141.66996,62.64558,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/24/2015 16:00,-141.65193,62.66097,0.8,Lynx,Tetlin Refuge,ATS
1,1,3/24/2015 20:00,-141.67784,62.66218,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/25/2015 0:00,-141.68623,62.66159,1.5,Lynx,Tetlin Refuge,ATS
1,1,3/25/2015 4:00,-141.69854,62.65791,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/25/2015 8:00,-141.75062,62.64202,1,Lynx,Tetlin Refuge,ATS
1,1,3/25/2015 12:00,-141.76489,62.64751,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/25/2015 16:00,-141.78044,62.64788,1,Lynx,Tetlin Refuge,ATS
1,1,3/25/2015 20:00,-141.81997,62.66094,1,Lynx,Tetlin Refuge,ATS
1,1,3/26/2015 0:00,-141.82196,62.66443,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/26/2015 4:00,-141.817,62.67122,0.8,Lynx,Tetlin Refuge,ATS
1,1,3/26/2015 8:00,-141.81268,62.67279,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/26/2015 12:00,-141.80009,62.67226,1,Lynx,Tetlin Refuge,ATS
1,1,3/26/2015 16:01,-141.79055,62.66391,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/26/2015 20:00,-141.78906,62.6649,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/27/2015 0:00,-141.78244,62.66194,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/27/2015 4:00,-141.7832,62.6599,0.8,Lynx,Tetlin Refuge,ATS
1,1,3/27/2015 8:00,-141.77606,62.65011,1,Lynx,Tetlin Refuge,ATS
1,1,3/27/2015 12:00,-141.76171,62.646,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/27/2015 16:00,-141.77008,62.66537,1,Lynx,Tetlin Refuge,ATS
1,1,3/27/2015 20:00,-141.76972,62.66765,1,Lynx,Tetlin Refuge,ATS
1,1,3/28/2015 0:00,-141.76968,62.66767,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/28/2015 4:00,-141.71278,62.67228,0.8,Lynx,Tetlin Refuge,ATS
1,1,3/28/2015 8:00,-141.72982,62.66144,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/28/2015 12:00,-141.77464,62.66604,1.3,Lynx,Tetlin Refuge,ATS
1,1,3/28/2015 16:00,-141.77426,62.6658,1,Lynx,Tetlin Refuge,ATS
1,1,3/28/2015 20:00,-141.77758,62.6631,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/29/2015 0:00,-141.79455,62.64789,1,Lynx,Tetlin Refuge,ATS
1,1,3/29/2015 8:00,-141.7151,62.66666,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/29/2015 12:00,-141.77877,62.6635,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/29/2015 16:00,-141.7799,62.6638,1,Lynx,Tetlin Refuge,ATS
1,1,3/29/2015 20:00,-141.78967,62.66451,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/30/2015 0:00,-141.8245,62.66597,0.8,Lynx,Tetlin Refuge,ATS
1,1,3/30/2015 4:00,-141.82417,62.6657,1.9,Lynx,Tetlin Refuge,ATS
1,1,3/30/2015 8:00,-141.81927,62.67273,0.9,Lynx,Tetlin Refuge,ATS
1,1,3/30/2015 12:00,-141.81596,62.65837,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/30/2015 16:00,-141.76657,62.66801,1,Lynx,Tetlin Refuge,ATS
1,1,3/30/2015 20:00,-141.76843,62.67437,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/31/2015 0:00,-141.70007,62.66309,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/31/2015 4:00,-141.69046,62.65907,1.2,Lynx,Tetlin Refuge,ATS
1,1,3/31/2015 8:00,-141.69126,62.64456,1.1,Lynx,Tetlin Refuge,ATS
1,1,3/31/2015 12:00,-141.70513,62.65713,1.5,Lynx,Tetlin Refuge,ATS
1,1,3/31/2015 16:00,-141.67807,62.6648,1,Lynx,Tetlin Refuge,ATS
1,1,3/31/2015 20:00,-141.71223,62.6685,1.5,Lynx,Tetlin Refuge,ATS
1,1,4/1/2015 0:00,-141.69984,62.64857,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/1/2015 4:00,-141.65472,62.66334,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/1/2015 8:00,-141.67684,62.66968,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/1/2015 12:00,-141.67687,62.66966,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/1/2015 20:01,-141.75495,62.65624,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/2/2015 0:01,-141.8097,62.65926,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/2/2015 4:00,-141.79887,62.66389,1,Lynx,Tetlin Refuge,ATS
1,1,4/2/2015 8:00,-141.72375,62.66766,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/2/2015 12:00,-141.70175,62.64522,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/2/2015 16:00,-141.70228,62.64498,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/2/2015 20:00,-141.6948,62.66004,1.5,Lynx,Tetlin Refuge,ATS
1,1,4/3/2015 0:00,-141.73181,62.66706,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/3/2015 4:00,-141.73188,62.66718,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/3/2015 8:00,-141.7436,62.64299,1.6,Lynx,Tetlin Refuge,ATS
1,1,4/3/2015 12:00,-141.75535,62.64494,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/3/2015 16:01,-141.77915,62.64767,1.7,Lynx,Tetlin Refuge,ATS
1,1,4/3/2015 20:00,-141.81286,62.67314,1.6,Lynx,Tetlin Refuge,ATS
1,1,4/4/2015 0:00,-141.80741,62.67655,1,Lynx,Tetlin Refuge,ATS
1,1,4/4/2015 4:00,-141.78463,62.67787,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/4/2015 8:00,-141.71292,62.67477,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/4/2015 12:00,-141.70513,62.65723,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/4/2015 16:00,-141.7017,62.6563,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/4/2015 20:00,-141.69023,62.64911,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/5/2015 4:00,-141.69104,62.6608,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/5/2015 8:00,-141.70381,62.64464,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/5/2015 12:00,-141.75877,62.6399,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/6/2015 0:01,-141.76901,62.64454,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/6/2015 4:00,-141.80172,62.6604,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/6/2015 8:00,-141.80378,62.6629,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/6/2015 12:00,-141.76657,62.66807,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/6/2015 16:00,-141.76304,62.6791,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/6/2015 20:00,-141.76161,62.68157,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/7/2015 0:00,-141.70846,62.67416,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/7/2015 4:00,-141.73986,62.64091,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/7/2015 8:00,-141.75737,62.64162,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/7/2015 12:01,-141.76133,62.63347,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/7/2015 16:00,-141.76708,62.64416,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/7/2015 20:01,-141.75733,62.64456,1.7,Lynx,Tetlin Refuge,ATS
1,1,4/8/2015 0:00,-141.75444,62.64411,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/8/2015 4:00,-141.75515,62.64331,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/8/2015 8:00,-141.76065,62.64309,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/8/2015 12:00,-141.76042,62.64329,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/8/2015 16:00,-141.79998,62.66326,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/8/2015 20:01,-141.80062,62.65394,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/9/2015 0:00,-141.73547,62.63737,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/9/2015 4:00,-141.71578,62.65062,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/9/2015 16:00,-141.76077,62.64352,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/9/2015 20:00,-141.76901,62.64471,1,Lynx,Tetlin Refuge,ATS
1,1,4/10/2015 0:00,-141.7593,62.64101,1,Lynx,Tetlin Refuge,ATS
1,1,4/10/2015 4:00,-141.79025,62.63479,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/10/2015 8:00,-141.75962,62.64101,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/10/2015 12:00,-141.75714,62.64498,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/10/2015 16:00,-141.79075,62.6717,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/10/2015 20:00,-141.78259,62.67381,1.6,Lynx,Tetlin Refuge,ATS
1,1,4/11/2015 0:00,-141.78376,62.67559,1.7,Lynx,Tetlin Refuge,ATS
1,1,4/11/2015 4:00,-141.72837,62.67663,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/11/2015 8:00,-141.69577,62.65829,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/11/2015 12:00,-141.6943,62.65641,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/11/2015 16:00,-141.68554,62.64764,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/11/2015 20:00,-141.69216,62.64803,1,Lynx,Tetlin Refuge,ATS
1,1,4/12/2015 0:00,-141.73139,62.6406,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/12/2015 4:00,-141.78572,62.64734,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/12/2015 8:00,-141.65483,62.65391,1,Lynx,Tetlin Refuge,ATS
1,1,4/12/2015 8:01,-141.7841,62.67401,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/12/2015 12:00,-141.64842,62.66025,1,Lynx,Tetlin Refuge,ATS
1,1,4/12/2015 16:00,-141.69796,62.67591,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/12/2015 20:00,-141.80551,62.65736,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/13/2015 0:00,-141.78479,62.6454,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/13/2015 4:00,-141.7635,62.64591,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/13/2015 8:00,-141.75469,62.65573,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/13/2015 12:00,-141.75405,62.65613,1.6,Lynx,Tetlin Refuge,ATS
1,1,4/13/2015 16:00,-141.75714,62.66899,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/13/2015 20:00,-141.65983,62.67045,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/14/2015 0:00,-141.65982,62.67045,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/14/2015 4:00,-141.6853,62.65525,1,Lynx,Tetlin Refuge,ATS
1,1,4/14/2015 8:00,-141.68881,62.65471,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/14/2015 12:00,-141.68405,62.647,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/14/2015 16:00,-141.68481,62.64643,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/14/2015 20:00,-141.64976,62.6568,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/15/2015 0:00,-141.67787,62.6696,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/15/2015 4:00,-141.7639,62.68039,1,Lynx,Tetlin Refuge,ATS
1,1,4/15/2015 8:00,-141.77008,62.67942,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/15/2015 12:00,-141.80409,62.6589,1.5,Lynx,Tetlin Refuge,ATS
1,1,4/15/2015 20:00,-141.79788,62.66593,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/16/2015 0:00,-141.83531,62.65298,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/16/2015 4:00,-141.80699,62.66601,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/16/2015 8:00,-141.75115,62.63899,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/16/2015 12:00,-141.74864,62.63791,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/16/2015 16:01,-141.708,62.6572,1,Lynx,Tetlin Refuge,ATS
1,1,4/16/2015 20:00,-141.68934,62.66766,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/17/2015 0:00,-141.71304,62.67443,1,Lynx,Tetlin Refuge,ATS
1,1,4/17/2015 4:00,-141.74485,62.67855,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/17/2015 8:00,-141.80632,62.69037,1.6,Lynx,Tetlin Refuge,ATS
1,1,4/17/2015 12:00,-141.81112,62.68424,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/17/2015 16:00,-141.81301,62.6819,1,Lynx,Tetlin Refuge,ATS
1,1,4/17/2015 20:00,-141.79609,62.6662,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/18/2015 0:00,-141.7906,62.66893,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/18/2015 4:00,-141.77572,62.67955,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/18/2015 8:00,-141.75927,62.68377,1.5,Lynx,Tetlin Refuge,ATS
1,1,4/18/2015 12:00,-141.72331,62.66699,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/18/2015 16:00,-141.72322,62.66643,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/18/2015 20:00,-141.72166,62.66633,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/19/2015 0:00,-141.68,62.6618,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/19/2015 4:00,-141.66558,62.64945,1.4,Lynx,Tetlin Refuge,ATS
1,1,4/19/2015 8:00,-141.73616,62.63725,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/19/2015 16:01,-141.81462,62.65876,1,Lynx,Tetlin Refuge,ATS
1,1,4/20/2015 0:00,-141.77781,62.66551,1,Lynx,Tetlin Refuge,ATS
1,1,4/20/2015 4:00,-141.77545,62.66678,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/20/2015 8:00,-141.77941,62.66269,1.1,Lynx,Tetlin Refuge,ATS
1,1,4/20/2015 12:00,-141.79478,62.64553,1.5,Lynx,Tetlin Refuge,ATS
1,1,4/20/2015 16:01,-141.78784,62.6447,0.9,Lynx,Tetlin Refuge,ATS
1,1,4/20/2015 20:00,-141.76892,62.64404,1.2,Lynx,Tetlin Refuge,ATS
1,1,4/21/2015 0:00,-141.76866,62.64383,1.3,Lynx,Tetlin Refuge,ATS
1,1,4/21/2015 4:00,-141.76858,62.64383,1,Lynx,Tetlin Refuge,ATS
1,1,4/21/2015 8:00,-141.76889,62.64408,0.8,Lynx,Tetlin Refuge,ATS
1,1,4/21/2015 12:00,-141.76838,62.64422,0.9,Lynx,Tetlin Refuge,ATS
2,2,3/8/2015 16:01,-143.24645,63.16707,1.2,Lynx,Tetlin Refuge,ATS
2,2,3/8/2015 20:00,-143.2788,63.1591,1.1,Lynx,Tetlin Refuge,ATS
2,2,3/9/2015 0:00,-143.29304,63.15304,0.9,Lynx,Tetlin Refuge,ATS
2,2,3/9/2015 4:00,-143.2935,63.15269,1,Lynx,Tetlin Refuge,ATS
2,2,3/9/2015 8:00,-143.32012,63.14805,1.7,Lynx,Tetlin Refuge,ATS
2,2,3/9/2015 12:00,-143.33274,63.1564,1,Lynx,Tetlin Refuge,ATS
2,2,3/9/2015 16:00,-143.33551,63.15829,1.2,Lynx,Tetlin Refuge,ATS
2,2,3/9/2015 20:00,-143.33271,63.15953,2,Lynx,Tetlin Refuge,ATS
2,2,3/10/2015 0:00,-143.31535,63.16088,1,Lynx,Tetlin Refuge,ATS
2,2,3/10/2015 4:00,-143.316,63.1607,1,Lynx,Tetlin Refuge,ATS
2,2,3/10/2015 8:00,-143.31295,63.16049,1.1,Lynx,Tetlin Refuge,ATS
2,2,3/10/2015 12:00,-143.31082,63.15911,1.2,Lynx,Tetlin Refuge,ATS
2,2,3/10/2015 16:00,-143.31143,63.15941,1.2,Lynx,Tetlin Refuge,ATS
2,2,3/10/2015 20:00,-143.317,63.15709,1.1,Lynx,Tetlin Refuge,ATS
2,2,3/11/2015 0:01,-143.35316,63.15576,1.1,Lynx,Tetlin Refuge,ATS
2,2,3/11/2015 4:00,-143.33955,63.15259,1.1,Lynx,Tetlin Refuge,ATS
2,2,3/11/2015 8:01,-143.29022,63.15017,1.1,Lynx,Tetlin Refuge,ATS
2,2,3/11/2015 12:01,-143.26737,63.15137,1.6,Lynx,Tetlin Refuge,ATS
2,2,3/11/2015 16:01,-143.24409,63.15172,1.9,Lynx,Tetlin Refuge,ATS
2,2,3/11/2015 20:00,-143.18862,63.15768,1.1,Lynx,Tetlin Refuge,ATS
2,2,3/12/2015 0:01,-143.17547,63.1832,1.1,Lynx,Tetlin Refuge,ATS
2,2,3/12/2015 4:01,-143.21343,63.18647,1.4,Lynx,Tetlin Refuge,ATS
2,2,3/12/2015 8:00,-143.26911,63.1953,1.1,Lynx,Tetlin Refuge,ATS
2,2,3/12/2015 12:00,-143.32089,63.20966,1.9,Lynx,Tetlin Refuge,ATS
2,2,3/12/2015 16:01,-143.35716,63.2186,1.3,Lynx,Tetlin Refuge,ATS
2,2,3/12/2015 20:00,-143.31158,63.21258,1.4,Lynx,Tetlin Refuge,ATS
2,2,3/13/2015 0:00,-143.2917,63.21067,1,Lynx,Tetlin Refuge,ATS
2,2,3/13/2015 4:00,-143.25187,63.18908,1,Lynx,Tetlin Refuge,ATS
2,2,3/13/2015 8:00,-143.23867,63.18154,1.1,Lynx,Tetlin Refuge,ATS
2,2,3/13/2015 12:00,-143.23971,63.18124,1,Lynx,Tetlin Refuge,ATS
2,2,3/13/2015 16:00,-143.20149,63.17202,1.4,Lynx,Tetlin Refuge,ATS
2,2,3/13/2015 20:00,-143.18626,63.17515,1.2,Lynx,Tetlin Refuge,ATS
2,2,3/14/2015 0:00,-143.19325,63.15193,0.8,Lynx,Tetlin Refuge,ATS
2,2,3/14/2015 4:00,-143.2098,63.14931,1.3,Lynx,Tetlin Refuge,ATS
2,2,3/14/2015 8:00,-143.2293,63.14636,1.1,Lynx,Tetlin Refuge,ATS
